1	Escalera_Real	AS	K	Q	J	10	TRUE
2	Escalera_Color	K	Q	J	10	9	TRUE
3	Escalera_Color	Q	J	10	9	8	TRUE
4	Escalera_Color	J	10	9	8	7	TRUE
5	Escalera_Color	10	9	8	7	6	TRUE
6	Escalera_Color	9	8	7	6	5	TRUE
7	Escalera_Color	8	7	6	5	4	TRUE
8	Escalera_Color	7	6	5	4	3	TRUE
9	Escalera_Color	6	5	4	3	2	TRUE
10	Póker	Ases	As	As	As	As	
11	Póker	KS	K	K	K	K	
12	Póker	QS	Q	Q	Q	Q	
13	Póker	Jotas	J	J	J	J	
14	Póker	Dieces	10	10	10	10	
15	Póker	Nueves	9	9	9	9	
16	Póker	Ochos	8	8	8	8	
17	Póker	Sietes	7	7	7	7	
18	Póker	Seises	6	6	6	6	
19	Póker	Cincos	5	5	5	5	
20	Póker	Cuatros	4	4	4	4	
21	Póker	Treses	3	3	3	3	
22	Póker	Doses	2	2	2	2	
23	Full	As	As	As	K	K	
24	Full	As	As	As	Q	Q	
25	Full	As	As	As	J	J	
26	Full	As	As	As	10	10	
27	Full	As	As	As	9	9	
28	Full	As	As	As	8	8	
29	Full	As	As	As	7	7	
30	Full	As	As	As	6	6	
31	Full	As	As	As	5	5	
32	Full	As	As	As	4	4	
33	Full	As	As	As	3	3	
34	Full	As	As	As	2	2	
35	Full	K	K	K	As	As	
36	Full	K	K	K	Q	Q	
37	Full	K	K	K	J	J	
38	Full	K	K	K	10	10	
39	Full	K	K	K	9	9	
40	Full	K	K	K	8	8	
41	Full	K	K	K	7	7	
42	Full	K	K	K	6	6	
43	Full	K	K	K	5	5	
44	Full	K	K	K	4	4	
45	Full	K	K	K	3	3	
46	Full	K	K	K	2	2	
47	Full	Q	Q	Q	As	As	
48	Full	Q	Q	Q	K	K	
49	Full	Q	Q	Q	J	J	
50	Full	Q	Q	Q	10	10	
51	Full	Q	Q	Q	9	9	
52	Full	Q	Q	Q	8	8	
53	Full	Q	Q	Q	7	7	
54	Full	Q	Q	Q	6	6	
55	Full	Q	Q	Q	5	5	
56	Full	Q	Q	Q	4	4	
57	Full	Q	Q	Q	3	3	
58	Full	Q	Q	Q	2	2	
59	Full	J	J	J	As	As	
60	Full	J	J	J	K	K	
61	Full	J	J	J	Q	Q	
62	Full	J	J	J	10	10	
63	Full	J	J	J	9	9	
64	Full	J	J	J	8	8	
65	Full	J	J	J	7	7	
66	Full	J	J	J	6	6	
67	Full	J	J	J	5	5	
68	Full	J	J	J	4	4	
69	Full	J	J	J	3	3	
70	Full	J	J	J	2	2	
71	Full	10	10	10	As	As	
72	Full	10	10	10	K	K	
73	Full	10	10	10	Q	Q	
74	Full	10	10	10	J	J	
75	Full	10	10	10	9	9	
76	Full	10	10	10	8	8	
77	Full	10	10	10	7	7	
78	Full	10	10	10	6	6	
79	Full	10	10	10	5	5	
80	Full	10	10	10	4	4	
81	Full	10	10	10	3	3	
82	Full	10	10	10	2	2	
83	Full	9	9	9	As	As	
84	Full	9	9	9	K	K	
85	Full	9	9	9	Q	Q	
86	Full	9	9	9	J	J	
87	Full	9	9	9	10	10	
88	Full	9	9	9	8	8	
89	Full	9	9	9	7	7	
90	Full	9	9	9	6	6	
91	Full	9	9	9	5	5	
92	Full	9	9	9	4	4	
93	Full	9	9	9	3	3	
94	Full	9	9	9	2	2	
95	Full	8	8	8	As	As	
96	Full	8	8	8	K	K	
97	Full	8	8	8	Q	Q	
98	Full	8	8	8	J	J	
99	Full	8	8	8	10	10	
100	Full	8	8	8	9	9	
101	Full	8	8	8	7	7	
102	Full	8	8	8	6	6	
103	Full	8	8	8	5	5	
104	Full	8	8	8	4	4	
105	Full	8	8	8	3	3	
106	Full	8	8	8	2	2	
107	Full	7	7	7	As	As	
108	Full	7	7	7	K	K	
109	Full	7	7	7	Q	Q	
110	Full	7	7	7	J	J	
111	Full	7	7	7	10	10	
112	Full	7	7	7	9	9	
113	Full	7	7	7	8	8	
114	Full	7	7	7	6	6	
115	Full	7	7	7	5	5	
116	Full	7	7	7	4	4	
117	Full	7	7	7	3	3	
118	Full	7	7	7	2	2	
119	Full	6	6	6	As	As	
120	Full	6	6	6	K	K	
121	Full	6	6	6	Q	Q	
122	Full	6	6	6	J	J	
123	Full	6	6	6	10	10	
124	Full	6	6	6	9	9	
125	Full	6	6	6	8	8	
126	Full	6	6	6	7	7	
127	Full	6	6	6	5	5	
128	Full	6	6	6	4	4	
129	Full	6	6	6	3	3	
130	Full	6	6	6	2	2	
131	Full	5	5	5	As	As	
132	Full	5	5	5	K	K	
133	Full	5	5	5	Q	Q	
134	Full	5	5	5	J	J	
135	Full	5	5	5	10	10	
136	Full	5	5	5	9	9	
137	Full	5	5	5	8	8	
138	Full	5	5	5	7	7	
139	Full	5	5	5	6	6	
140	Full	5	5	5	4	4	
141	Full	5	5	5	3	3	
142	Full	5	5	5	2	2	
143	Full	4	4	4	As	As	
144	Full	4	4	4	K	K	
145	Full	4	4	4	Q	Q	
146	Full	4	4	4	J	J	
147	Full	4	4	4	10	10	
148	Full	4	4	4	9	9	
149	Full	4	4	4	8	8	
150	Full	4	4	4	7	7	
151	Full	4	4	4	6	6	
152	Full	4	4	4	5	5	
153	Full	4	4	4	3	3	
154	Full	4	4	4	2	2	
155	Full	3	3	3	As	As	
156	Full	3	3	3	K	K	
157	Full	3	3	3	Q	Q	
158	Full	3	3	3	J	J	
159	Full	3	3	3	10	10	
160	Full	3	3	3	9	9	
161	Full	3	3	3	8	8	
162	Full	3	3	3	7	7	
163	Full	3	3	3	6	6	
164	Full	3	3	3	5	5	
165	Full	3	3	3	4	4	
166	Full	3	3	3	2	2	
167	Full	2	2	2	As	As	
168	Full	2	2	2	K	K	
169	Full	2	2	2	Q	Q	
170	Full	2	2	2	J	J	
171	Full	2	2	2	10	10	
172	Full	2	2	2	9	9	
173	Full	2	2	2	8	8	
174	Full	2	2	2	7	7	
175	Full	2	2	2	6	6	
176	Full	2	2	2	5	5	
177	Full	2	2	2	4	4	
178	Full	2	2	2	3	3	
179	Color	As	K	Q	J	9	TRUE
180	Color	As	K	Q	J	8	TRUE
181	Color	As	K	Q	J	7	TRUE
182	Color	As	K	Q	J	6	TRUE
183	Color	As	K	Q	J	5	TRUE
184	Color	As	K	Q	J	4	TRUE
185	Color	As	K	Q	J	3	TRUE
186	Color	As	K	Q	J	2	TRUE
187	Color	As	K	Q	10	9	TRUE
188	Color	As	K	Q	10	8	TRUE
189	Color	As	K	Q	10	7	TRUE
190	Color	As	K	Q	10	6	TRUE
191	Color	As	K	Q	10	5	TRUE
192	Color	As	K	Q	10	4	TRUE
193	Color	As	K	Q	10	3	TRUE
194	Color	As	K	Q	10	2	TRUE
195	Color	As	K	J	10	9	TRUE
196	Color	As	K	J	10	8	TRUE
197	Color	As	K	J	10	7	TRUE
198	Color	As	K	J	10	6	TRUE
199	Color	As	K	J	10	5	TRUE
200	Color	As	K	J	10	4	TRUE
201	Color	As	K	J	10	3	TRUE
202	Color	As	K	J	10	2	TRUE
203	Color	As	K	10	9	8	TRUE
204	Color	As	K	10	9	7	TRUE
205	Color	As	K	10	9	6	TRUE
206	Color	As	K	10	9	5	TRUE
207	Color	As	K	10	9	4	TRUE
208	Color	As	K	10	9	3	TRUE
209	Color	As	K	10	9	2	TRUE
210	Color	As	K	9	8	7	TRUE
211	Color	As	K	9	8	6	TRUE
212	Color	As	K	9	8	5	TRUE
213	Color	As	K	9	8	4	TRUE
214	Color	As	K	9	8	3	TRUE
215	Color	As	K	9	8	2	TRUE
216	Color	As	K	8	7	6	TRUE
217	Color	As	K	8	7	5	TRUE
218	Color	As	K	8	7	4	TRUE
219	Color	As	K	8	7	3	TRUE
220	Color	As	K	8	7	2	TRUE
221	Color	As	K	7	6	5	TRUE
222	Color	As	K	7	6	4	TRUE
223	Color	As	K	7	6	3	TRUE
224	Color	As	K	7	6	2	TRUE
225	Color	As	K	6	5	4	TRUE
226	Color	As	K	6	5	3	TRUE
227	Color	As	K	6	5	2	TRUE
228	Color	As	K	5	4	3	TRUE
229	Color	As	K	5	4	2	TRUE
230	Color	As	K	4	3	2	TRUE
231	Color	As	Q	J	10	9	TRUE
232	Color	As	Q	J	10	8	TRUE
233	Color	As	Q	J	10	7	TRUE
234	Color	As	Q	J	10	6	TRUE
235	Color	As	Q	J	10	5	TRUE
236	Color	As	Q	J	10	4	TRUE
237	Color	As	Q	J	10	3	TRUE
238	Color	As	Q	J	10	2	TRUE
239	Color	As	Q	10	9	8	TRUE
240	Color	As	Q	10	9	7	TRUE
241	Color	As	Q	10	9	6	TRUE
242	Color	As	Q	10	9	5	TRUE
243	Color	As	Q	10	9	4	TRUE
244	Color	As	Q	10	9	3	TRUE
245	Color	As	Q	10	9	2	TRUE
246	Color	As	Q	9	8	7	TRUE
247	Color	As	Q	9	8	6	TRUE
248	Color	As	Q	9	8	5	TRUE
249	Color	As	Q	9	8	4	TRUE
250	Color	As	Q	9	8	3	TRUE
251	Color	As	Q	9	8	2	TRUE
252	Color	As	Q	8	7	6	TRUE
253	Color	As	Q	8	7	5	TRUE
254	Color	As	Q	8	7	4	TRUE
255	Color	As	Q	8	7	3	TRUE
256	Color	As	Q	8	7	2	TRUE
257	Color	As	Q	7	6	5	TRUE
258	Color	As	Q	7	6	4	TRUE
259	Color	As	Q	7	6	3	TRUE
260	Color	As	Q	7	6	2	TRUE
261	Color	As	Q	6	5	4	TRUE
262	Color	As	Q	6	5	3	TRUE
263	Color	As	Q	6	5	2	TRUE
264	Color	As	Q	5	4	3	TRUE
265	Color	As	Q	5	4	2	TRUE
266	Color	As	Q	4	3	2	TRUE
267	Color	As	J	10	9	8	TRUE
268	Color	As	J	10	9	7	TRUE
269	Color	As	J	10	9	6	TRUE
270	Color	As	J	10	9	5	TRUE
271	Color	As	J	10	9	4	TRUE
272	Color	As	J	10	9	3	TRUE
273	Color	As	J	10	9	2	TRUE
274	Color	As	J	9	8	7	TRUE
275	Color	As	J	9	8	6	TRUE
276	Color	As	J	9	8	5	TRUE
277	Color	As	J	9	8	4	TRUE
278	Color	As	J	9	8	3	TRUE
279	Color	As	J	9	8	2	TRUE
280	Color	As	J	8	7	6	TRUE
281	Color	As	J	8	7	5	TRUE
282	Color	As	J	8	7	4	TRUE
283	Color	As	J	8	7	3	TRUE
284	Color	As	J	8	7	2	TRUE
285	Color	As	J	7	6	5	TRUE
286	Color	As	J	7	6	4	TRUE
287	Color	As	J	7	6	3	TRUE
288	Color	As	J	7	6	2	TRUE
289	Color	As	J	6	5	4	TRUE
290	Color	As	J	6	5	3	TRUE
291	Color	As	J	6	5	2	TRUE
292	Color	As	J	5	4	3	TRUE
293	Color	As	J	5	4	2	TRUE
294	Color	As	J	4	3	2	TRUE
295	Color	As	10	9	8	7	TRUE
296	Color	As	10	9	8	6	TRUE
297	Color	As	10	9	8	5	TRUE
298	Color	As	10	9	8	4	TRUE
299	Color	As	10	9	8	3	TRUE
300	Color	As	10	9	8	2	TRUE
301	Color	As	10	8	7	6	TRUE
302	Color	As	10	8	7	5	TRUE
303	Color	As	10	8	7	4	TRUE
304	Color	As	10	8	7	3	TRUE
305	Color	As	10	8	7	2	TRUE
306	Color	As	10	7	6	5	TRUE
307	Color	As	10	7	6	4	TRUE
308	Color	As	10	7	6	3	TRUE
309	Color	As	10	7	6	2	TRUE
310	Color	As	10	6	5	4	TRUE
311	Color	As	10	6	5	3	TRUE
312	Color	As	10	6	5	2	TRUE
313	Color	As	10	5	4	3	TRUE
314	Color	As	10	5	4	2	TRUE
315	Color	As	10	4	3	2	TRUE
316	Color	As	9	8	7	6	TRUE
317	Color	As	9	8	7	5	TRUE
318	Color	As	9	8	7	4	TRUE
319	Color	As	9	8	7	3	TRUE
320	Color	As	9	8	7	2	TRUE
321	Color	As	9	7	6	5	TRUE
322	Color	As	9	7	6	4	TRUE
323	Color	As	9	7	6	3	TRUE
324	Color	As	9	7	6	2	TRUE
325	Color	As	9	6	5	4	TRUE
326	Color	As	9	6	5	3	TRUE
327	Color	As	9	6	5	2	TRUE
328	Color	As	9	5	4	3	TRUE
329	Color	As	9	5	4	2	TRUE
330	Color	As	9	4	3	2	TRUE
331	Color	As	8	7	6	5	TRUE
332	Color	As	8	7	6	4	TRUE
333	Color	As	8	7	6	3	TRUE
334	Color	As	8	7	6	2	TRUE
335	Color	As	8	6	5	4	TRUE
336	Color	As	8	6	5	3	TRUE
337	Color	As	8	6	5	2	TRUE
338	Color	As	8	5	4	3	TRUE
339	Color	As	8	5	4	2	TRUE
340	Color	As	8	4	3	2	TRUE
341	Color	As	7	6	5	4	TRUE
342	Color	As	7	6	5	3	TRUE
343	Color	As	7	6	5	2	TRUE
344	Color	As	7	5	4	3	TRUE
345	Color	As	7	5	4	2	TRUE
346	Color	As	7	4	3	2	TRUE
347	Color	As	6	5	4	3	TRUE
348	Color	As	6	5	4	2	TRUE
349	Color	As	6	4	3	2	TRUE
350	Color	K	Q	J	10	8	TRUE
351	Color	K	Q	J	10	7	TRUE
352	Color	K	Q	J	10	6	TRUE
353	Color	K	Q	J	10	5	TRUE
354	Color	K	Q	J	10	4	TRUE
355	Color	K	Q	J	10	3	TRUE
356	Color	K	Q	J	10	2	TRUE
357	Color	K	Q	10	9	8	TRUE
358	Color	K	Q	10	9	7	TRUE
359	Color	K	Q	10	9	6	TRUE
360	Color	K	Q	10	9	5	TRUE
361	Color	K	Q	10	9	4	TRUE
362	Color	K	Q	10	9	3	TRUE
363	Color	K	Q	10	9	2	TRUE
364	Color	K	Q	9	8	7	TRUE
365	Color	K	Q	9	8	6	TRUE
366	Color	K	Q	9	8	5	TRUE
367	Color	K	Q	9	8	4	TRUE
368	Color	K	Q	9	8	3	TRUE
369	Color	K	Q	9	8	2	TRUE
370	Color	K	Q	8	7	6	TRUE
371	Color	K	Q	8	7	5	TRUE
372	Color	K	Q	8	7	4	TRUE
373	Color	K	Q	8	7	3	TRUE
374	Color	K	Q	8	7	2	TRUE
375	Color	K	Q	7	6	5	TRUE
376	Color	K	Q	7	6	4	TRUE
377	Color	K	Q	7	6	3	TRUE
378	Color	K	Q	7	6	2	TRUE
379	Color	K	Q	6	5	4	TRUE
380	Color	K	Q	6	5	3	TRUE
381	Color	K	Q	6	5	2	TRUE
382	Color	K	Q	5	4	3	TRUE
383	Color	K	Q	5	4	2	TRUE
384	Color	K	Q	4	3	2	TRUE
385	Color	K	J	10	9	8	TRUE
386	Color	K	J	10	9	7	TRUE
387	Color	K	J	10	9	6	TRUE
388	Color	K	J	10	9	5	TRUE
389	Color	K	J	10	9	4	TRUE
390	Color	K	J	10	9	3	TRUE
391	Color	K	J	10	9	2	TRUE
392	Color	K	J	9	8	7	TRUE
393	Color	K	J	9	8	6	TRUE
394	Color	K	J	9	8	5	TRUE
395	Color	K	J	9	8	4	TRUE
396	Color	K	J	9	8	3	TRUE
397	Color	K	J	9	8	2	TRUE
398	Color	K	J	8	7	6	TRUE
399	Color	K	J	8	7	5	TRUE
400	Color	K	J	8	7	4	TRUE
401	Color	K	J	8	7	3	TRUE
402	Color	K	J	8	7	2	TRUE
403	Color	K	J	7	6	5	TRUE
404	Color	K	J	7	6	4	TRUE
405	Color	K	J	7	6	3	TRUE
406	Color	K	J	7	6	2	TRUE
407	Color	K	J	6	5	4	TRUE
408	Color	K	J	6	5	3	TRUE
409	Color	K	J	6	5	2	TRUE
410	Color	K	J	5	4	3	TRUE
411	Color	K	J	5	4	2	TRUE
412	Color	K	J	4	3	2	TRUE
413	Color	K	10	9	8	7	TRUE
414	Color	K	10	9	8	6	TRUE
415	Color	K	10	9	8	5	TRUE
416	Color	K	10	9	8	4	TRUE
417	Color	K	10	9	8	3	TRUE
418	Color	K	10	9	8	2	TRUE
419	Color	K	10	8	7	6	TRUE
420	Color	K	10	8	7	5	TRUE
421	Color	K	10	8	7	4	TRUE
422	Color	K	10	8	7	3	TRUE
423	Color	K	10	8	7	2	TRUE
424	Color	K	10	7	6	5	TRUE
425	Color	K	10	7	6	4	TRUE
426	Color	K	10	7	6	3	TRUE
427	Color	K	10	7	6	2	TRUE
428	Color	K	10	6	5	4	TRUE
429	Color	K	10	6	5	3	TRUE
430	Color	K	10	6	5	2	TRUE
431	Color	K	10	5	4	3	TRUE
432	Color	K	10	5	4	2	TRUE
433	Color	K	10	4	3	2	TRUE
434	Color	K	9	8	7	6	TRUE
435	Color	K	9	8	7	5	TRUE
436	Color	K	9	8	7	4	TRUE
437	Color	K	9	8	7	3	TRUE
438	Color	K	9	8	7	2	TRUE
439	Color	K	9	7	6	5	TRUE
440	Color	K	9	7	6	4	TRUE
441	Color	K	9	7	6	3	TRUE
442	Color	K	9	7	6	2	TRUE
443	Color	K	9	6	5	4	TRUE
444	Color	K	9	6	5	3	TRUE
445	Color	K	9	6	5	2	TRUE
446	Color	K	9	5	4	3	TRUE
447	Color	K	9	5	4	2	TRUE
448	Color	K	9	4	3	2	TRUE
449	Color	K	8	7	6	5	TRUE
450	Color	K	8	7	6	4	TRUE
451	Color	K	8	7	6	3	TRUE
452	Color	K	8	7	6	2	TRUE
453	Color	K	8	6	5	4	TRUE
454	Color	K	8	6	5	3	TRUE
455	Color	K	8	6	5	2	TRUE
456	Color	K	8	5	4	3	TRUE
457	Color	K	8	5	4	2	TRUE
458	Color	K	8	4	3	2	TRUE
459	Color	K	7	6	5	4	TRUE
460	Color	K	7	6	5	3	TRUE
461	Color	K	7	6	5	2	TRUE
462	Color	K	7	5	4	3	TRUE
463	Color	K	7	5	4	2	TRUE
464	Color	K	7	4	3	2	TRUE
465	Color	K	6	5	4	3	TRUE
466	Color	K	6	5	4	2	TRUE
467	Color	K	6	4	3	2	TRUE
468	Color	Q	J	10	9	7	TRUE
469	Color	Q	J	10	9	6	TRUE
470	Color	Q	J	10	9	5	TRUE
471	Color	Q	J	10	9	4	TRUE
472	Color	Q	J	10	9	3	TRUE
473	Color	Q	J	10	9	2	TRUE
474	Color	Q	J	9	8	7	TRUE
475	Color	Q	J	9	8	6	TRUE
476	Color	Q	J	9	8	5	TRUE
477	Color	Q	J	9	8	4	TRUE
478	Color	Q	J	9	8	3	TRUE
479	Color	Q	J	9	8	2	TRUE
480	Color	Q	J	8	7	6	TRUE
481	Color	Q	J	8	7	5	TRUE
482	Color	Q	J	8	7	4	TRUE
483	Color	Q	J	8	7	3	TRUE
484	Color	Q	J	8	7	2	TRUE
485	Color	Q	J	7	6	5	TRUE
486	Color	Q	J	7	6	4	TRUE
487	Color	Q	J	7	6	3	TRUE
488	Color	Q	J	7	6	2	TRUE
489	Color	Q	J	6	5	4	TRUE
490	Color	Q	J	6	5	3	TRUE
491	Color	Q	J	6	5	2	TRUE
492	Color	Q	J	5	4	3	TRUE
493	Color	Q	J	5	4	2	TRUE
494	Color	Q	J	4	3	2	TRUE
495	Color	Q	10	9	8	7	TRUE
496	Color	Q	10	9	8	6	TRUE
497	Color	Q	10	9	8	5	TRUE
498	Color	Q	10	9	8	4	TRUE
499	Color	Q	10	9	8	3	TRUE
500	Color	Q	10	9	8	2	TRUE
501	Color	Q	10	8	7	6	TRUE
502	Color	Q	10	8	7	5	TRUE
503	Color	Q	10	8	7	4	TRUE
504	Color	Q	10	8	7	3	TRUE
505	Color	Q	10	8	7	2	TRUE
506	Color	Q	10	7	6	5	TRUE
507	Color	Q	10	7	6	4	TRUE
508	Color	Q	10	7	6	3	TRUE
509	Color	Q	10	7	6	2	TRUE
510	Color	Q	10	6	5	4	TRUE
511	Color	Q	10	6	5	3	TRUE
512	Color	Q	10	6	5	2	TRUE
513	Color	Q	10	5	4	3	TRUE
514	Color	Q	10	5	4	2	TRUE
515	Color	Q	10	4	3	2	TRUE
516	Color	Q	9	8	7	6	TRUE
517	Color	Q	9	8	7	5	TRUE
518	Color	Q	9	8	7	4	TRUE
519	Color	Q	9	8	7	3	TRUE
520	Color	Q	9	8	7	2	TRUE
521	Color	Q	9	7	6	5	TRUE
522	Color	Q	9	7	6	4	TRUE
523	Color	Q	9	7	6	3	TRUE
524	Color	Q	9	7	6	2	TRUE
525	Color	Q	9	6	5	4	TRUE
526	Color	Q	9	6	5	3	TRUE
527	Color	Q	9	6	5	2	TRUE
528	Color	Q	9	5	4	3	TRUE
529	Color	Q	9	5	4	2	TRUE
530	Color	Q	9	4	3	2	TRUE
531	Color	Q	8	7	6	5	TRUE
532	Color	Q	8	7	6	4	TRUE
533	Color	Q	8	7	6	3	TRUE
534	Color	Q	8	7	6	2	TRUE
535	Color	Q	8	6	5	4	TRUE
536	Color	Q	8	6	5	3	TRUE
537	Color	Q	8	6	5	2	TRUE
538	Color	Q	8	5	4	3	TRUE
539	Color	Q	8	5	4	2	TRUE
540	Color	Q	8	4	3	2	TRUE
541	Color	Q	7	6	5	4	TRUE
542	Color	Q	7	6	5	3	TRUE
543	Color	Q	7	6	5	2	TRUE
544	Color	Q	7	5	4	3	TRUE
545	Color	Q	7	5	4	2	TRUE
546	Color	Q	7	4	3	2	TRUE
547	Color	Q	6	5	4	3	TRUE
548	Color	Q	6	5	4	2	TRUE
549	Color	Q	6	4	3	2	TRUE
550	Color	J	10	9	8	6	TRUE
551	Color	J	10	9	8	5	TRUE
552	Color	J	10	9	8	4	TRUE
553	Color	J	10	9	8	3	TRUE
554	Color	J	10	9	8	2	TRUE
555	Color	J	10	8	7	6	TRUE
556	Color	J	10	8	7	5	TRUE
557	Color	J	10	8	7	4	TRUE
558	Color	J	10	8	7	3	TRUE
559	Color	J	10	8	7	2	TRUE
560	Color	J	10	7	6	5	TRUE
561	Color	J	10	7	6	4	TRUE
562	Color	J	10	7	6	3	TRUE
563	Color	J	10	7	6	2	TRUE
564	Color	J	10	6	5	4	TRUE
565	Color	J	10	6	5	3	TRUE
566	Color	J	10	6	5	2	TRUE
567	Color	J	10	5	4	3	TRUE
568	Color	J	10	5	4	2	TRUE
569	Color	J	10	4	3	2	TRUE
570	Color	J	9	8	7	6	TRUE
571	Color	J	9	8	7	5	TRUE
572	Color	J	9	8	7	4	TRUE
573	Color	J	9	8	7	3	TRUE
574	Color	J	9	8	7	2	TRUE
575	Color	J	9	7	6	5	TRUE
576	Color	J	9	7	6	4	TRUE
577	Color	J	9	7	6	3	TRUE
578	Color	J	9	7	6	2	TRUE
579	Color	J	9	6	5	4	TRUE
580	Color	J	9	6	5	3	TRUE
581	Color	J	9	6	5	2	TRUE
582	Color	J	9	5	4	3	TRUE
583	Color	J	9	5	4	2	TRUE
584	Color	J	9	4	3	2	TRUE
585	Color	J	8	7	6	5	TRUE
586	Color	J	8	7	6	4	TRUE
587	Color	J	8	7	6	3	TRUE
588	Color	J	8	7	6	2	TRUE
589	Color	J	8	6	5	4	TRUE
590	Color	J	8	6	5	3	TRUE
591	Color	J	8	6	5	2	TRUE
592	Color	J	8	5	4	3	TRUE
593	Color	J	8	5	4	2	TRUE
594	Color	J	8	4	3	2	TRUE
595	Color	J	7	6	5	4	TRUE
596	Color	J	7	6	5	3	TRUE
597	Color	J	7	6	5	2	TRUE
598	Color	J	7	5	4	3	TRUE
599	Color	J	7	5	4	2	TRUE
600	Color	J	7	4	3	2	TRUE
601	Color	J	6	5	4	3	TRUE
602	Color	J	6	5	4	2	TRUE
603	Color	J	6	4	3	2	TRUE
604	Color	10	9	8	7	5	TRUE
605	Color	10	9	8	7	4	TRUE
606	Color	10	9	8	7	3	TRUE
607	Color	10	9	8	7	2	TRUE
608	Color	10	9	7	6	5	TRUE
609	Color	10	9	7	6	4	TRUE
610	Color	10	9	7	6	3	TRUE
611	Color	10	9	7	6	2	TRUE
612	Color	10	9	6	5	4	TRUE
613	Color	10	9	6	5	3	TRUE
614	Color	10	9	6	5	2	TRUE
615	Color	10	9	5	4	3	TRUE
616	Color	10	9	5	4	2	TRUE
617	Color	10	9	4	3	2	TRUE
618	Color	10	8	7	6	5	TRUE
619	Color	10	8	7	6	4	TRUE
620	Color	10	8	7	6	3	TRUE
621	Color	10	8	7	6	2	TRUE
622	Color	10	8	6	5	4	TRUE
623	Color	10	8	6	5	3	TRUE
624	Color	10	8	6	5	2	TRUE
625	Color	10	8	5	4	3	TRUE
626	Color	10	8	5	4	2	TRUE
627	Color	10	8	4	3	2	TRUE
628	Color	10	7	6	5	4	TRUE
629	Color	10	7	6	5	3	TRUE
630	Color	10	7	6	5	2	TRUE
631	Color	10	7	5	4	3	TRUE
632	Color	10	7	5	4	2	TRUE
633	Color	10	7	4	3	2	TRUE
634	Color	10	6	5	4	3	TRUE
635	Color	10	6	5	4	2	TRUE
636	Color	10	6	4	3	2	TRUE
637	Color	9	8	7	6	4	TRUE
638	Color	9	8	7	6	3	TRUE
639	Color	9	8	7	6	2	TRUE
640	Color	9	8	6	5	4	TRUE
641	Color	9	8	6	5	3	TRUE
642	Color	9	8	6	5	2	TRUE
643	Color	9	8	5	4	3	TRUE
644	Color	9	8	5	4	2	TRUE
645	Color	9	8	4	3	2	TRUE
646	Color	9	7	6	5	4	TRUE
647	Color	9	7	6	5	3	TRUE
648	Color	9	7	6	5	2	TRUE
649	Color	9	7	5	4	3	TRUE
650	Color	9	7	5	4	2	TRUE
651	Color	9	7	4	3	2	TRUE
652	Color	9	6	5	4	3	TRUE
653	Color	9	6	5	4	2	TRUE
654	Color	9	6	4	3	2	TRUE
655	Color	8	7	6	5	3	TRUE
656	Color	8	7	6	5	2	TRUE
657	Color	8	7	5	4	3	TRUE
658	Color	8	7	5	4	2	TRUE
659	Color	8	7	4	3	2	TRUE
660	Color	8	6	5	4	3	TRUE
661	Color	8	6	5	4	2	TRUE
662	Color	8	6	4	3	2	TRUE
663	Color	7	6	5	4	2	TRUE
664	Color	7	6	4	3	2	TRUE
665	Escalera	K	Q	J	10	9	FALSE
666	Escalera	Q	J	10	9	8	FALSE
667	Escalera	J	10	9	8	7	FALSE
668	Escalera	10	9	8	7	6	FALSE
669	Escalera	9	8	7	6	5	FALSE
670	Escalera	8	7	6	5	4	FALSE
671	Escalera	7	6	5	4	3	FALSE
672	Escalera	6	5	4	3	2	FALSE
673	Trio	AS	AS	AS	2	3	
674	Trio	AS	AS	AS	2	4	
675	Trio	AS	AS	AS	2	5	
676	Trio	AS	AS	AS	2	6	
677	Trio	AS	AS	AS	2	7	
678	Trio	AS	AS	AS	2	8	
679	Trio	AS	AS	AS	2	9	
680	Trio	AS	AS	AS	2	10	
681	Trio	AS	AS	AS	2	J	
682	Trio	AS	AS	AS	2	Q	
683	Trio	AS	AS	AS	2	K	
684	Trio	AS	AS	AS	3	4	
685	Trio	AS	AS	AS	3	5	
686	Trio	AS	AS	AS	3	6	
687	Trio	AS	AS	AS	3	7	
688	Trio	AS	AS	AS	3	8	
689	Trio	AS	AS	AS	3	9	
690	Trio	AS	AS	AS	3	10	
691	Trio	AS	AS	AS	3	J	
692	Trio	AS	AS	AS	3	Q	
693	Trio	AS	AS	AS	3	K	
694	Trio	AS	AS	AS	4	5	
695	Trio	AS	AS	AS	4	6	
696	Trio	AS	AS	AS	4	7	
697	Trio	AS	AS	AS	4	8	
698	Trio	AS	AS	AS	4	9	
699	Trio	AS	AS	AS	4	10	
700	Trio	AS	AS	AS	4	J	
701	Trio	AS	AS	AS	4	Q	
702	Trio	AS	AS	AS	4	K	
703	Trio	AS	AS	AS	5	6	
704	Trio	AS	AS	AS	5	7	
705	Trio	AS	AS	AS	5	8	
706	Trio	AS	AS	AS	5	9	
707	Trio	AS	AS	AS	5	10	
708	Trio	AS	AS	AS	5	J	
709	Trio	AS	AS	AS	5	Q	
710	Trio	AS	AS	AS	5	K	
711	Trio	AS	AS	AS	6	7	
712	Trio	AS	AS	AS	6	8	
713	Trio	AS	AS	AS	6	9	
714	Trio	AS	AS	AS	6	10	
